name,open_price,high_price,low_price,close_price,price_change,change_rate,trading_volume,date
포스코퓨처엠,258000,264000,249000,249000,-8000,-3.11%,302932,24.04.17
포스코퓨처엠,258000,261000,254000,257000,-7000,-2.65%,343562,24.04.16
포스코퓨처엠,265000,268500,260500,264000,-4000,-1.49%,251660,24.04.15
포스코퓨처엠,283000,283000,268000,268000,-14500,-5.13%,377005,24.04.12
포스코퓨처엠,272500,282500,272500,282500,2500,+0.89%,265112,24.04.11
포스코퓨처엠,287500,292500,278000,280000,-1500,-0.53%,376961,24.04.09
포스코퓨처엠,264500,285500,255500,281500,14500,+5.43%,546034,24.04.08
포스코퓨처엠,270500,276000,266500,267000,-7500,-2.73%,211285,24.04.05
포스코퓨처엠,273500,278000,267500,274500,3500,+1.29%,288903,24.04.04
포스코퓨처엠,280500,285000,271000,271000,-16000,-5.57%,414268,24.04.03
포스코퓨처엠,293000,296000,286500,287000,-9000,-3.04%,328020,24.04.02
포스코퓨처엠,302000,305000,295500,296000,-7500,-2.47%,254732,24.04.01
포스코퓨처엠,300000,305500,294500,303500,1000,+0.33%,274596,24.03.29
포스코퓨처엠,314500,315500,302500,302500,-9500,-3.04%,345074,24.03.28
포스코퓨처엠,314500,320500,311000,312000,-2500,-0.79%,258973,24.03.27
포스코퓨처엠,320500,324000,314000,314500,-6000,-1.87%,320072,24.03.26
포스코퓨처엠,318500,325500,318000,320500,2000,+0.63%,275176,24.03.25
포스코퓨처엠,318000,323000,316500,318500,-0,0.00%,200426,24.03.22
포스코퓨처엠,320000,324000,317500,318500,3000,+0.95%,280963,24.03.21
포스코퓨처엠,322000,323000,314500,315500,-6000,-1.87%,241743,24.03.20
포스코퓨처엠,325500,326500,315500,321500,-500,-0.16%,286202,24.03.19
포스코퓨처엠,315500,324000,314500,322000,5500,+1.74%,293028,24.03.18
포스코퓨처엠,320000,322000,314500,316500,-7000,-2.16%,344553,24.03.15
포스코퓨처엠,333000,334500,320500,323500,-11000,-3.29%,636662,24.03.14
포스코퓨처엠,339500,341000,332500,334500,-1500,-0.45%,374120,24.03.13
포스코퓨처엠,322500,336000,322500,336000,19000,+5.99%,526362,24.03.12
포스코퓨처엠,319000,322500,316000,317000,-3500,-1.09%,213300,24.03.11
포스코퓨처엠,318000,322500,315000,320500,4000,+1.26%,311390,24.03.08
포스코퓨처엠,313500,323000,308500,316500,6500,+2.10%,336391,24.03.07
포스코퓨처엠,314000,319500,308500,310000,-7000,-2.21%,323918,24.03.06
포스코퓨처엠,328500,336500,316000,317000,-17500,-5.23%,506414,24.03.05
포스코퓨처엠,322000,336500,318000,334500,17500,+5.52%,559536,24.03.04
포스코퓨처엠,312500,318500,306000,317000,4000,+1.28%,307482,24.02.29
포스코퓨처엠,316000,321500,311000,313000,3500,+1.13%,408632,24.02.28
포스코퓨처엠,323500,327000,308000,309500,-8500,-2.67%,447586,24.02.27
포스코퓨처엠,316000,324000,315000,318000,3500,+1.11%,365834,24.02.26
포스코퓨처엠,306500,318000,304000,314500,9000,+2.95%,495948,24.02.23
포스코퓨처엠,310500,316000,305500,305500,-2000,-0.65%,396492,24.02.22
포스코퓨처엠,301000,315500,299000,307500,3000,+0.99%,423507,24.02.21
포스코퓨처엠,292000,304500,286000,304500,8000,+2.70%,594713,24.02.20
포스코퓨처엠,297000,306000,295000,296500,-6500,-2.15%,377480,24.02.19
